需求编号,需求描述,用例类型,导航,功能模块,功能点,优先级,用例标题,前置条件,操作步骤,预期结果,测试结果,执行人,测试环境,备注
9271,,功能,工作台-设备串号,设备串号,校验多张设备串号单中是否能录入了相同的sn码数据,L2,验证多张设备串号单中是否录入了相同的sn码数据,"1.系统运行正常
2.扫码环节选择安装使用
3.物资类型选择光缆类
4.同一任务下","1.新增多张设备串号单，在一个物料下录入多个相同的SN码数据，点击保存/保存并继续按钮
2.提交设备串号单","1.正常保存sn码数据
2.正常保存/提交设备串号单",通过,冯云梦,MSIT,
9271,,功能,工作台-设备串号,设备串号,校验多张设备串号单中是否能录入了相同的sn码数据,L2,验证多张设备串号单中是否录入了相同的sn码数据,"1.系统运行正常
2.扫码环节选择非安装使用的环节
3.物资类型选择非光缆类
4.同一任务下","1.新增多张设备串号单，在一个物料下录入多个相同的SN码数据，点击保存/保存并继续按钮
2.提交设备串号单","1.正常保存sn码数据
2.正常保存/提交设备串号单",通过,冯云梦,MSIT,
9271,,功能,工作台-设备串号,设备串号,校验sn码数据录入最大长度（最大不超过200个字符）,L2,验证sn码数据录入最大长度,1.系统运行正常,"1.录入超过200字符的SN码数据
2.录入不超过200字符的SN码数据","1.只能输入不超过200字符的数据，数据可正常保存入库
2.正常输入数据，数据正常保存入库",通过,冯云梦,MSIT,
9271,,功能,工作台-设备串号,设备串号,扫码录入华为SN码,L2,验证扫码录入华为SN码,1.系统运行正常,1.新增设备串号单，点击扫描， 录入华为SN码,1.正常录入sn码数据，SN码格式为CODE_128\DATA MATRIX,通过,冯云梦,MSIT,
9271,,功能,工作台-设备串号,设备串号,手工录入华为sn码,L2,验证手工录入华为sn码,1.系统运行正常,1.新增设备串号单，手工 录入华为SN码,1.正常录入sn码数据，SN码格式为CODE_128\DATA MATRIX,通过,冯云梦,MSIT,
8948,"【需求背景】: 单任务物资平衡表功能和物资平衡表需要呈现产品维度和物料维度。其实这两个维度反映的是两个环节的数据，不是非此即彼的关系。应该全部呈现。产品维度的信息，对应的是设计量；物料维度的信息，对应的是领用量，应该全部呈现在物资平衡表中，还可以用于对领料的准确性进行核查和比对
【需求描述】:单任务物资平衡表功能和物资平衡表需要呈现产品维度和物料维度。
【方案简述】
单任务物资平衡表：
1、新增维度：单任务物资平衡表（产品+物料）
2、功能配置-初始化配置，增加配置项：单任务物资平衡表维度（物料、产品、产品+物料）。当配置项使用量填写选择“单任务物资平衡表”时可编辑该配置项，否则置灰不可编辑。
①山东默认选择“产品+物料”；江苏默认选择“产品”；辽宁、福建默认选择“物料”，其他使用单任务物资平衡表的省份默认为“物料”
②.使用量填写选择安装单和线下填写的单任务物资平衡表维度表默认为空，置灰不能选择
3、工程实施跳转使用填写逻辑优化
4、项目审计物资平衡表附件优化
5、历史数据修改评估工作量：①物料维度的使用量迁移至产品+物料中；②产品维度使用量迁移至产品+物料的物料使用量中；
6、功能配置--个性化配置，增加配置项：单任务物资平衡表（设计产品）/单任务物资平衡表(物料)--隐藏新增按钮，默认“不隐藏”
7、撤销单新增页面，单据类型增加枚举值：单任务物资平衡表（产品+物料），可对单任务物资平衡表（产品+物料）单据进行撤销；
8、批量新增单任务物资平衡表（产品+物料），增加分页功能
物资平衡表：
1、新增维度：物资平衡表（产品+物料）
2、物资平衡表（产品+物料），本迭代仅展示任务维度tab页--按原型展示
3、字段按原型展示为准
4、竣工批复完成时间---V3.3和验收对接
加字段说明（物资平衡表--产品+物料）",功能,物资管理-物资平衡表,物资平衡表（产品+物料）,新增字段【项目竣工验收完成时间】,L3,验证字段【项目竣工验收完成时间】取数是否正确,1.系统运行正常,1.进入物资平衡表查询页面，查看字段【项目竣工验收完成时间】,1.【项目竣工验收完成时间】取该行任务对应项目的竣工验收传递过来的竣工批复完成时间,通过,冯云梦,UAT,
8948,,功能,物资管理-物资平衡表,物资平衡表（产品+物料）,导出,L3,验证导出文件中【项目竣工验收完成时间】数据是否正确,1.系统运行正常,1.点击导出,1.正常导出物资平衡表数据，【项目竣工验收完成时间】数据正确，数据条数与列表查询一致，字段与模板文件一致,通过,冯云梦,UAT,
技术优化6,"【背景】：当前用户配置为全国权限并且配置了物资管理员的角色，在列表查询时，只能查询到物资管理员的数据
【需求】：修改列表查询权限控制",功能,物资管理-领料申请明细查询(设计产品),领料申请明细查询(设计产品),全国权限+物资管理员角色的用户，查看数据,L2,验证全国权限+物资管理员角色的用户查看领料申请明细查询(设计产品),1.系统运行正常,1.点击进入领料申请明细查询(设计产品)页面，查看数据,1.正常显示全国的领料申请明细(设计产品)数据,通过,冯云梦,MSIT,
技术优化6,,功能,物资管理-领料申请明细查询(设计产品),领料申请明细查询(设计产品),全国权限的用户，查看数据,L2,验证全国权限的用户查看领料申请明细查询(设计产品),1.系统运行正常,1.点击进入领料申请明细查询(设计产品)页面，查看数据,1.正常显示全国的领料申请明细(设计产品)数据,通过,冯云梦,MSIT,
技术优化6,,功能,物资管理-领料申请明细查询(设计产品),领料申请明细查询(设计产品),省公司（本部+地市）权限+物资管理员角色的用户，查看数据,L2,验证省公司（本部+地市）权限+物资管理员角色的用户查看领料申请明细查询(设计产品),1.系统运行正常,1.点击进入领料申请明细查询(设计产品)页面，查看数据,1.正常展示省公司的领料申请明细(设计产品)数据,通过,冯云梦,MSIT,
技术优化6,,功能,物资管理-领料申请明细查询(设计产品),领料申请明细查询(设计产品),省公司（本部+地市）权限的用户，查看数据,L2,验证省公司（本部+地市）权限的用户查看领料申请明细查询(设计产品),1.系统运行正常,1.点击进入领料申请明细查询(设计产品)页面，查看数据,1.正常展示省公司的领料申请明细(设计产品)数据,通过,冯云梦,MSIT,
技术优化6,,功能,物资管理-领料申请明细查询(设计产品),领料申请明细查询(设计产品),省本部权限+物资管理员角色的用户，查看数据,L2,验证省本部权限+物资管理员角色的用户查看领料申请明细查询(设计产品),1.系统运行正常,1.点击进入领料申请明细查询(设计产品)页面，查看数据,1.正常展示省本部的领料申请明细(设计产品)数据,通过,冯云梦,MSIT,
技术优化6,,功能,物资管理-领料申请明细查询(设计产品),领料申请明细查询(设计产品),省本部权限的用户，查看数据,L2,验证省本部权限的用户查看领料申请明细查询(设计产品),1.系统运行正常,1.点击进入领料申请明细查询(设计产品)页面，查看数据,1.正常展示省本部的领料申请明细(设计产品)数据,通过,冯云梦,MSIT,
技术优化6,,功能,物资管理-领料申请明细查询(设计产品),领料申请明细查询(设计产品),地市公司权限+物资管理员角色的用户，查看数据,L2,验证地市公司权限+物资管理员角色的用户查看领料申请明细查询(设计产品),1.系统运行正常,1.点击进入领料申请明细查询(设计产品)页面，查看数据,1.正常地市公司展示的领料申请明细(设计产品)数据,通过,冯云梦,MSIT,
技术优化6,,功能,物资管理-领料申请明细查询(设计产品),领料申请明细查询(设计产品),地市公司权限的用户，查看数据,L2,验证地市公司权限的用户查看领料申请明细查询(设计产品),1.系统运行正常,1.点击进入领料申请明细查询(设计产品)页面，查看数据,1.正常地市公司展示的领料申请明细(设计产品)数据,通过,冯云梦,MSIT,
技术优化6,,功能,物资管理-领料申请明细查询(设计产品),领料申请明细查询(设计产品),物资管理员角色的用户，查看数据,L2,验证物资管理员角色的用户查看领料申请明细查询(设计产品),1.系统运行正常,1.点击进入领料申请明细查询(设计产品)页面，查看数据,1.正常展示对应物资管理员建设单位下的的领料申请明细(设计产品)数据,通过,冯云梦,MSIT,
技术优化6,,功能,物资管理-领料申请明细查询(设计产品),领料申请明细查询(设计产品),领料申请明细查询(设计产品)列表查询排序,L3,验证领料申请明细查询(设计产品)列表查询是否按项目、任务、创建日期倒序展示,1.系统运行正常,1.点击进入领料申请明细查询(设计产品)页面，查看数据,1.领料申请明细查询(设计产品)列表查询按项目、任务、创建日期倒序展示,通过,冯云梦,MSIT,
技术优化6,,功能,物资管理-领料申请明细查询(设计产品),领料申请明细查询(设计产品),领料申请明细查询(设计产品)导出排序,L3,验证领料申请明细查询(设计产品)导出是否按项目、任务、创建日期倒序展示,1.系统运行正常,1.导出领料申请明细,1.领料申请明细查询(设计产品)导出文件中的数据按项目、任务、创建日期倒序展示,通过,冯云梦,MSIT,
技术优化6,,功能,物资管理-领料申请明细查询(物料),领料申请明细查询(物料),全国权限+物资管理员角色的用户，查看数据,L2,验证全国权限+物资管理员角色的用户查看领料申请明细查询(物料),1.系统运行正常,1.点击进入领料申请明细查询(物料)页面，查看数据,1.正常显示全国的领料申请明细(物料)数据,通过,冯云梦,MSIT,
技术优化6,,功能,物资管理-领料申请明细查询(物料),领料申请明细查询(物料),全国权限的用户，查看数据,L2,验证全国权限的用户查看领料申请明细查询(物料),1.系统运行正常,1.点击进入领料申请明细查询(物料)页面，查看数据,1.正常显示全国的领料申请明细(物料)数据,通过,冯云梦,MSIT,
技术优化6,,功能,物资管理-领料申请明细查询(物料),领料申请明细查询(物料),省公司（本部+地市）权限+物资管理员角色的用户，查看数据,L2,验证省公司（本部+地市）权限+物资管理员角色的用户查看领料申请明细查询(物料),1.系统运行正常,1.点击进入领料申请明细查询(物料)页面，查看数据,1.正常展示省公司的领料申请明细(物料)数据,通过,冯云梦,MSIT,
技术优化6,,功能,物资管理-领料申请明细查询(物料),领料申请明细查询(物料),省公司（本部+地市）权限的用户，查看数据,L2,验证省公司（本部+地市）权限的用户查看领料申请明细查询(物料),1.系统运行正常,1.点击进入领料申请明细查询(物料)页面，查看数据,1.正常展示省公司的领料申请明细(物料)数据,通过,冯云梦,MSIT,
技术优化6,,功能,物资管理-领料申请明细查询(物料),领料申请明细查询(物料),省本部权限+物资管理员角色的用户，查看数据,L2,验证省本部权限+物资管理员角色的用户查看领料申请明细查询(物料),1.系统运行正常,1.点击进入领料申请明细查询(物料)页面，查看数据,1.正常展示省本部的领料申请明细(物料)数据,通过,冯云梦,MSIT,
技术优化6,,功能,物资管理-领料申请明细查询(物料),领料申请明细查询(物料),省本部权限的用户，查看数据,L2,验证省本部权限的用户查看领料申请明细查询(物料),1.系统运行正常,1.点击进入领料申请明细查询(物料)页面，查看数据,1.正常展示省本部的领料申请明细(物料)数据,通过,冯云梦,MSIT,
技术优化6,,功能,物资管理-领料申请明细查询(物料),领料申请明细查询(物料),地市公司权限+物资管理员角色的用户，查看数据,L2,验证地市公司权限+物资管理员角色的用户查看领料申请明细查询(物料),1.系统运行正常,1.点击进入领料申请明细查询(物料)页面，查看数据,1.正常地市公司展示的领料申请明细(物料)数据,通过,冯云梦,MSIT,
技术优化6,,功能,物资管理-领料申请明细查询(物料),领料申请明细查询(物料),地市公司权限的用户，查看数据,L2,验证地市公司权限的用户查看领料申请明细查询(物料),1.系统运行正常,1.点击进入领料申请明细查询(物料)页面，查看数据,1.正常地市公司展示的领料申请明细(物料)数据,通过,冯云梦,MSIT,
技术优化6,,功能,物资管理-领料申请明细查询(物料),领料申请明细查询(物料),物资管理员角色的用户，查看数据,L2,验证物资管理员角色的用户查看领料申请明细查询(物料),1.系统运行正常,1.点击进入领料申请明细查询(物料)页面，查看数据,1.正常展示对应物资管理员建设单位下的的领料申请明细(物料)数据,通过,冯云梦,MSIT,
技术优化6,,功能,物资管理-领料申请明细查询(物料),领料申请明细查询(物料),领料申请明细查询(物料)列表查询排序,L3,验证领料申请明细查询(物料)列表查询是否按项目、任务、创建日期倒序展示,1.系统运行正常,1.点击进入领料申请明细查询(物料)页面，查看数据,1.领料申请明细查询(物料)列表查询按项目、任务、创建日期倒序展示,通过,冯云梦,MSIT,
技术优化6,,功能,物资管理-领料申请明细查询(物料),领料申请明细查询(物料),领料申请明细查询(物料)导出排序,L3,验证领料申请明细查询(物料)导出是否按项目、任务、创建日期倒序展示,1.系统运行正常,1.导出领料申请明细,1.领料申请明细查询(物料)导出文件中的数据按项目、任务、创建日期倒序展示,通过,冯云梦,MSIT,
技术优化6,,功能,物资管理-物资接收单,物资接收单,全国权限+物资管理员角色的用户，查看数据,L2,验证全国权限+物资管理员角色的用户查看物资接收单,1.系统运行正常,1.点击进入物资接收单页面，查看数据,1.正常显示全国的物资接收单数据,通过,冯云梦,MSIT,
技术优化6,,功能,物资管理-物资接收单,物资接收单,全国权限的用户，查看数据,L2,验证全国权限的用户查看物资接收单,1.系统运行正常,1.点击进入物资接收单页面，查看数据,1.正常显示全国的物资接收单数据,通过,冯云梦,MSIT,
技术优化6,,功能,物资管理-物资接收单,物资接收单,省公司（本部+地市）权限+物资管理员角色的用户，查看数据,L2,验证省公司（本部+地市）权限+物资管理员角色的用户查看物资接收单,1.系统运行正常,1.点击进入物资接收单页面，查看数据,1.正常展示省公司的物资接收单数据,通过,冯云梦,MSIT,
技术优化6,,功能,物资管理-物资接收单,物资接收单,省公司（本部+地市）权限的用户，查看数据,L2,验证省公司（本部+地市）权限的用户查看物资接收单,1.系统运行正常,1.点击进入物资接收单页面，查看数据,1.正常展示省公司的物资接收单数据,通过,冯云梦,MSIT,
技术优化6,,功能,物资管理-物资接收单,物资接收单,省本部权限+物资管理员角色的用户，查看数据,L2,验证省本部权限+物资管理员角色的用户查看物资接收单,1.系统运行正常,1.点击进入物资接收单页面，查看数据,1.正常展示省本部的物资接收单数据,通过,冯云梦,MSIT,
技术优化6,,功能,物资管理-物资接收单,物资接收单,省本部权限的用户，查看数据,L2,验证省本部权限的用户查看物资接收单,1.系统运行正常,1.点击进入物资接收单页面，查看数据,1.正常展示省本部的物资接收单数据,通过,冯云梦,MSIT,
技术优化6,,功能,物资管理-物资接收单,物资接收单,地市公司权限+物资管理员角色的用户，查看数据,L2,验证地市公司权限+物资管理员角色的用户查看物资接收单,1.系统运行正常,1.点击进入物资接收单页面，查看数据,1.正常地市公司展示的物资接收单数据,通过,冯云梦,MSIT,
技术优化6,,功能,物资管理-物资接收单,物资接收单,地市公司权限的用户，查看数据,L2,验证地市公司权限的用户查看物资接收单,1.系统运行正常,1.点击进入物资接收单页面，查看数据,1.正常地市公司展示的物资接收单数据,通过,冯云梦,MSIT,
技术优化6,,功能,物资管理-物资接收单,物资接收单,物资管理员角色的用户，查看数据,L2,验证物资管理员角色的用户查看物资接收单,1.系统运行正常,1.点击进入物资接收单页面，查看数据,1.正常展示对应物资管理员建设单位下的的物资接收单数据,通过,冯云梦,MSIT,
技术优化6,,功能,物资管理-物资接收入库单,物资接收入库单,全国权限+物资管理员角色的用户，查看数据,L2,验证全国权限+物资管理员角色的用户查看物资接收入库单,1.系统运行正常,1.点击进入物资接收入库单页面，查看数据,1.正常显示全国的物资接收入库单数据,通过,冯云梦,MSIT,
技术优化6,,功能,物资管理-物资接收入库单,物资接收入库单,全国权限的用户，查看数据,L2,验证全国权限的用户查看物资接收入库单,1.系统运行正常,1.点击进入物资接收入库单页面，查看数据,1.正常显示全国的物资接收入库单数据,通过,冯云梦,MSIT,
技术优化6,,功能,物资管理-物资接收入库单,物资接收入库单,省公司（本部+地市）权限+物资管理员角色的用户，查看数据,L2,验证省公司（本部+地市）权限+物资管理员角色的用户查看物资接收入库单,1.系统运行正常,1.点击进入物资接收入库单页面，查看数据,1.正常展示省公司的物资接收入库单数据,通过,冯云梦,MSIT,
技术优化6,,功能,物资管理-物资接收入库单,物资接收入库单,省公司（本部+地市）权限的用户，查看数据,L2,验证省公司（本部+地市）权限的用户查看物资接收入库单,1.系统运行正常,1.点击进入物资接收入库单页面，查看数据,1.正常展示省公司的物资接收入库单数据,通过,冯云梦,MSIT,
技术优化6,,功能,物资管理-物资接收入库单,物资接收入库单,省本部权限+物资管理员角色的用户，查看数据,L2,验证省本部权限+物资管理员角色的用户查看物资接收入库单,1.系统运行正常,1.点击进入物资接收入库单页面，查看数据,1.正常展示省本部的物资接收入库单数据,通过,冯云梦,MSIT,
技术优化6,,功能,物资管理-物资接收入库单,物资接收入库单,省本部权限的用户，查看数据,L2,验证省本部权限的用户查看物资接收入库单,1.系统运行正常,1.点击进入物资接收入库单页面，查看数据,1.正常展示省本部的物资接收入库单数据,通过,冯云梦,MSIT,
技术优化6,,功能,物资管理-物资接收入库单,物资接收入库单,地市公司权限+物资管理员角色的用户，查看数据,L2,验证地市公司权限+物资管理员角色的用户查看物资接收入库单,1.系统运行正常,1.点击进入物资接收入库单页面，查看数据,1.正常地市公司展示的物资接收入库单数据,通过,冯云梦,MSIT,
技术优化6,,功能,物资管理-物资接收入库单,物资接收入库单,地市公司权限的用户，查看数据,L2,验证地市公司权限的用户查看物资接收入库单,1.系统运行正常,1.点击进入物资接收入库单页面，查看数据,1.正常地市公司展示的物资接收入库单数据,通过,冯云梦,MSIT,
技术优化6,,功能,物资管理-物资接收入库单,物资接收入库单,物资管理员角色的用户，查看数据,L2,验证物资管理员角色的用户查看物资接收入库单,1.系统运行正常,1.点击进入物资接收入库单页面，查看数据,1.正常展示对应物资管理员建设单位下的的物资接收入库单数据,通过,冯云梦,MSIT,
技术优化6,,功能,物资管理-SCM调拨申请单,SCM调拨申请单,全国权限+物资管理员角色的用户，查看数据,L2,验证全国权限+物资管理员角色的用户查看SCM调拨申请单,1.系统运行正常,1.点击进入SCM调拨申请单页面，查看数据,1.正常显示全国的SCM调拨申请单数据,通过,冯云梦,MSIT,
技术优化6,,功能,物资管理-SCM调拨申请单,SCM调拨申请单,全国权限的用户，查看数据,L2,验证全国权限的用户查看SCM调拨申请单,1.系统运行正常,1.点击进入SCM调拨申请单页面，查看数据,1.正常显示全国的SCM调拨申请单数据,通过,冯云梦,MSIT,
技术优化6,,功能,物资管理-SCM调拨申请单,SCM调拨申请单,省公司（本部+地市）权限+物资管理员角色的用户，查看数据,L2,验证省公司（本部+地市）权限+物资管理员角色的用户查看SCM调拨申请单,1.系统运行正常,1.点击进入SCM调拨申请单页面，查看数据,1.正常展示省公司的SCM调拨申请单数据,通过,冯云梦,MSIT,
技术优化6,,功能,物资管理-SCM调拨申请单,SCM调拨申请单,省公司（本部+地市）权限的用户，查看数据,L2,验证省公司（本部+地市）权限的用户查看SCM调拨申请单,1.系统运行正常,1.点击进入SCM调拨申请单页面，查看数据,1.正常展示省公司的SCM调拨申请单数据,通过,冯云梦,MSIT,
技术优化6,,功能,物资管理-SCM调拨申请单,SCM调拨申请单,省本部权限+物资管理员角色的用户，查看数据,L2,验证省本部权限+物资管理员角色的用户查看SCM调拨申请单,1.系统运行正常,1.点击进入SCM调拨申请单页面，查看数据,1.正常展示省本部的SCM调拨申请单数据,通过,冯云梦,MSIT,
技术优化6,,功能,物资管理-SCM调拨申请单,SCM调拨申请单,省本部权限的用户，查看数据,L2,验证省本部权限的用户查看SCM调拨申请单,1.系统运行正常,1.点击进入SCM调拨申请单页面，查看数据,1.正常展示省本部的SCM调拨申请单数据,通过,冯云梦,MSIT,
技术优化6,,功能,物资管理-SCM调拨申请单,SCM调拨申请单,地市公司权限+物资管理员角色的用户，查看数据,L2,验证地市公司权限+物资管理员角色的用户查看SCM调拨申请单,1.系统运行正常,1.点击进入SCM调拨申请单页面，查看数据,1.正常地市公司展示的SCM调拨申请单数据,通过,冯云梦,MSIT,
技术优化6,,功能,物资管理-SCM调拨申请单,SCM调拨申请单,地市公司权限的用户，查看数据,L2,验证地市公司权限的用户查看SCM调拨申请单,1.系统运行正常,1.点击进入SCM调拨申请单页面，查看数据,1.正常地市公司展示的SCM调拨申请单数据,通过,冯云梦,MSIT,
技术优化6,,功能,物资管理-SCM调拨申请单,SCM调拨申请单,物资管理员角色的用户，查看数据,L2,验证物资管理员角色的用户查看SCM调拨申请单,1.系统运行正常,1.点击进入SCM调拨申请单页面，查看数据,1.正常展示对应物资管理员建设单位下的的SCM调拨申请单数据,通过,冯云梦,MSIT,
技术优化6,,功能,物资管理-PMS退料申请单,PMS退料申请单,全国权限+物资管理员角色的用户，查看数据,L2,验证全国权限+物资管理员角色的用户查看PMS退料申请单,1.系统运行正常,1.点击进入PMS退料申请单页面，查看数据,1.正常显示全国的PMS退料申请单数据,通过,冯云梦,MSIT,
技术优化6,,功能,物资管理-PMS退料申请单,PMS退料申请单,全国权限的用户，查看数据,L2,验证全国权限的用户查看PMS退料申请单,1.系统运行正常,1.点击进入PMS退料申请单页面，查看数据,1.正常显示全国的PMS退料申请单数据,通过,冯云梦,MSIT,
技术优化6,,功能,物资管理-PMS退料申请单,PMS退料申请单,省公司（本部+地市）权限+物资管理员角色的用户，查看数据,L2,验证省公司（本部+地市）权限+物资管理员角色的用户查看PMS退料申请单,1.系统运行正常,1.点击进入PMS退料申请单页面，查看数据,1.正常展示省公司的PMS退料申请单数据,通过,冯云梦,MSIT,
技术优化6,,功能,物资管理-PMS退料申请单,PMS退料申请单,省公司（本部+地市）权限的用户，查看数据,L2,验证省公司（本部+地市）权限的用户查看PMS退料申请单,1.系统运行正常,1.点击进入PMS退料申请单页面，查看数据,1.正常展示省公司的PMS退料申请单数据,通过,冯云梦,MSIT,
技术优化6,,功能,物资管理-PMS退料申请单,PMS退料申请单,省本部权限+物资管理员角色的用户，查看数据,L2,验证省本部权限+物资管理员角色的用户查看PMS退料申请单,1.系统运行正常,1.点击进入PMS退料申请单页面，查看数据,1.正常展示省本部的PMS退料申请单数据,通过,冯云梦,MSIT,
技术优化6,,功能,物资管理-PMS退料申请单,PMS退料申请单,省本部权限的用户，查看数据,L2,验证省本部权限的用户查看PMS退料申请单,1.系统运行正常,1.点击进入PMS退料申请单页面，查看数据,1.正常展示省本部的PMS退料申请单数据,通过,冯云梦,MSIT,
技术优化6,,功能,物资管理-PMS退料申请单,PMS退料申请单,地市公司权限+物资管理员角色的用户，查看数据,L2,验证地市公司权限+物资管理员角色的用户查看PMS退料申请单,1.系统运行正常,1.点击进入PMS退料申请单页面，查看数据,1.正常地市公司展示的PMS退料申请单数据,通过,冯云梦,MSIT,
技术优化6,,功能,物资管理-PMS退料申请单,PMS退料申请单,地市公司权限的用户，查看数据,L2,验证地市公司权限的用户查看PMS退料申请单,1.系统运行正常,1.点击进入PMS退料申请单页面，查看数据,1.正常地市公司展示的PMS退料申请单数据,通过,冯云梦,MSIT,
技术优化6,,功能,物资管理-PMS退料申请单,PMS退料申请单,物资管理员角色的用户，查看数据,L2,验证物资管理员角色的用户查看PMS退料申请单,1.系统运行正常,1.点击进入PMS退料申请单页面，查看数据,1.正常展示对应物资管理员建设单位下的的PMS退料申请单数据,通过,冯云梦,MSIT,
技术优化6,,功能,物资管理-PMS退料申请单,PMS退料申请单,PMS退料申请单列表查询排序,L3,验证PMS退料申请单列表查询按照创建时间倒序排序,1.系统运行正常,1.点击进入PMS退料申请单页面，查看数据,1.PMS退料申请单列表查询按项目、任务、创建日期倒序展示,通过,冯云梦,MSIT,
技术优化6,,功能,物资管理-PMS退料申请单,PMS退料申请单,PMS退料申请单导出排序,L3,验证PMS退料申请单打出按照创建时间倒序排序,1.系统运行正常,1.导出PMS退料申请单,1.PMS退料申请单导出文件中的数据按项目、任务、创建日期倒序展示,通过,冯云梦,MSIT,
技术优化6,,功能,物资管理-PMS退料申请单明细,PMS退料申请单明细,全国权限+物资管理员角色的用户，查看数据,L2,验证全国权限+物资管理员角色的用户查看PMS退料申请单明细,1.系统运行正常,1.点击进入PMS退料申请单明细页面，查看数据,1.正常显示全国的PMS退料申请单明细数据,通过,冯云梦,MSIT,
技术优化6,,功能,物资管理-PMS退料申请单明细,PMS退料申请单明细,全国权限的用户，查看数据,L2,验证全国权限的用户查看PMS退料申请单明细,1.系统运行正常,1.点击进入PMS退料申请单明细页面，查看数据,1.正常显示全国的PMS退料申请单明细数据,通过,冯云梦,MSIT,
技术优化6,,功能,物资管理-PMS退料申请单明细,PMS退料申请单明细,省公司（本部+地市）权限+物资管理员角色的用户，查看数据,L2,验证省公司（本部+地市）权限+物资管理员角色的用户查看PMS退料申请单明细,1.系统运行正常,1.点击进入PMS退料申请单明细页面，查看数据,1.正常展示省公司的PMS退料申请单明细数据,通过,冯云梦,MSIT,
技术优化6,,功能,物资管理-PMS退料申请单明细,PMS退料申请单明细,省公司（本部+地市）权限的用户，查看数据,L2,验证省公司（本部+地市）权限的用户查看PMS退料申请单明细,1.系统运行正常,1.点击进入PMS退料申请单明细页面，查看数据,1.正常展示省公司的PMS退料申请单明细数据,通过,冯云梦,MSIT,
技术优化6,,功能,物资管理-PMS退料申请单明细,PMS退料申请单明细,省本部权限+物资管理员角色的用户，查看数据,L2,验证省本部权限+物资管理员角色的用户查看PMS退料申请单明细,1.系统运行正常,1.点击进入PMS退料申请单明细页面，查看数据,1.正常展示省本部的PMS退料申请单明细数据,通过,冯云梦,MSIT,
技术优化6,,功能,物资管理-PMS退料申请单明细,PMS退料申请单明细,省本部权限的用户，查看数据,L2,验证省本部权限的用户查看PMS退料申请单明细,1.系统运行正常,1.点击进入PMS退料申请单明细页面，查看数据,1.正常展示省本部的PMS退料申请单明细数据,通过,冯云梦,MSIT,
技术优化6,,功能,物资管理-PMS退料申请单明细,PMS退料申请单明细,地市公司权限+物资管理员角色的用户，查看数据,L2,验证地市公司权限+物资管理员角色的用户查看PMS退料申请单明细,1.系统运行正常,1.点击进入PMS退料申请单明细页面，查看数据,1.正常地市公司展示的PMS退料申请单明细数据,通过,冯云梦,MSIT,
技术优化6,,功能,物资管理-PMS退料申请单明细,PMS退料申请单明细,地市公司权限的用户，查看数据,L2,验证地市公司权限的用户查看PMS退料申请单明细,1.系统运行正常,1.点击进入PMS退料申请单明细页面，查看数据,1.正常地市公司展示的PMS退料申请单明细数据,通过,冯云梦,MSIT,
技术优化6,,功能,物资管理-PMS退料申请单明细,PMS退料申请单明细,物资管理员角色的用户，查看数据,L2,验证物资管理员角色的用户查看PMS退料申请单明细,1.系统运行正常,1.点击进入PMS退料申请单明细页面，查看数据,1.正常展示对应物资管理员建设单位下的的PMS退料申请单明细数据,通过,冯云梦,MSIT,
技术优化6,,功能,物资管理-SCM退料申请单,SCM退料申请单,全国权限+物资管理员角色的用户，查看数据,L2,验证全国权限+物资管理员角色的用户查看SCM退料申请单,1.系统运行正常,1.点击进入SCM退料申请单页面，查看数据,1.正常显示全国的SCM退料申请单数据,通过,冯云梦,MSIT,
技术优化6,,功能,物资管理-SCM退料申请单,SCM退料申请单,全国权限的用户，查看数据,L2,验证全国权限的用户查看SCM退料申请单,1.系统运行正常,1.点击进入SCM退料申请单页面，查看数据,1.正常显示全国的SCM退料申请单数据,通过,冯云梦,MSIT,
技术优化6,,功能,物资管理-SCM退料申请单,SCM退料申请单,省公司（本部+地市）权限+物资管理员角色的用户，查看数据,L2,验证省公司（本部+地市）权限+物资管理员角色的用户查看SCM退料申请单,1.系统运行正常,1.点击进入SCM退料申请单页面，查看数据,1.正常展示省公司的SCM退料申请单数据,通过,冯云梦,MSIT,
技术优化6,,功能,物资管理-SCM退料申请单,SCM退料申请单,省公司（本部+地市）权限的用户，查看数据,L2,验证省公司（本部+地市）权限的用户查看SCM退料申请单,1.系统运行正常,1.点击进入SCM退料申请单页面，查看数据,1.正常展示省公司的SCM退料申请单数据,通过,冯云梦,MSIT,
技术优化6,,功能,物资管理-SCM退料申请单,SCM退料申请单,省本部权限+物资管理员角色的用户，查看数据,L2,验证省本部权限+物资管理员角色的用户查看SCM退料申请单,1.系统运行正常,1.点击进入SCM退料申请单页面，查看数据,1.正常展示省本部的SCM退料申请单数据,通过,冯云梦,MSIT,
技术优化6,,功能,物资管理-SCM退料申请单,SCM退料申请单,省本部权限的用户，查看数据,L2,验证省本部权限的用户查看SCM退料申请单,1.系统运行正常,1.点击进入SCM退料申请单页面，查看数据,1.正常展示省本部的SCM退料申请单数据,通过,冯云梦,MSIT,
技术优化6,,功能,物资管理-SCM退料申请单,SCM退料申请单,地市公司权限+物资管理员角色的用户，查看数据,L2,验证地市公司权限+物资管理员角色的用户查看SCM退料申请单,1.系统运行正常,1.点击进入SCM退料申请单页面，查看数据,1.正常地市公司展示的SCM退料申请单数据,通过,冯云梦,MSIT,
